DESCRIPTION,FA_ACCEPTED_DATE,FA_ANALYST,FA_LOCATION,LOT,MOULD_COMPOUND,PK_PACKAGE_NAME,PLAN_TRANSFER_DAY_TO_FA,PRECEDING_STRESS_OPERATION,PRECEEDING_STRESS,PROD_BASIC_TYPE,PROJ_PROJECT_NAME,PROJ_THEMA2,PROJECT_LINE,QM,STARTING_MONTH,TEMPLATE_NAME,TEST_ALREADY_IN_FA,TEST_LAB_TRACKING_NO,TESTSTATE,WIRE_DIAMETER,WIRE_MATERIAL,PRIORITY,PROJ_ID
"Q006: PTA_FULL after 2x (HTS1000h), 30 samples

Ship to Goh Jia Yi (IFAP FE QM FA PI) 
G-3000-37PB0179-00-0-00

** Take note -  Mold compound is G630AY

Refer to attachment for Q006-PTA  instruction in MT222316.10

** Please inform Goh Jia Yi / Ong Si Hui if SAT observed delam 

Refer to attachment ""FA Submission for JESD47 Ball Shear (MT222316.10)"" to provide Ball Shear/Area

PDR ball bond diameter for MT222316.10: 
Red M6453 C11HV-CTR ball - 78.0 um
Blue stitch on bump (C11HV chip) - 83.8 um
Yellow M6452 C11HV ball - 75.3 um
Green stitch on bump (Ag plating) - 87.3 um",,,FA SIN_PTA,ZA222282H01-HE234,EME G630AY,PG-DSO-16-46,12/19/2022 12:00:00 AM,SPLIT,HTSL,U6451,Q22AW198_CYL085,Digital Isolator Q006 Qualification - MM,DSO_PD,Ang Winston (IFAP BE TS QM RQ 1),2022-12,PTA-Q006,No,MT222316.21,READY,,,3,264059
"TC1000 PTA -MM leg
Attention to Dela Cruz Genny (IFAP FE QM FA PI OPS) 

PTA instructions:
External Visual Inspection (EVI): 5 units
SAM (die top, top and bottom die paddle, top and bottom leads, DA and through scan): 15 units
Internal Visual Inspection (IVI): Overview: 3 units and Die abnormality: 3 units (pls check if any lifted, cracked or broken die)
SEM - wire integrity: 3 units (pls check if any lifted, cracked or broken wires)
Small diameter wire pull: 3 units 
Large diameter wire pull: 3 units",,,FA SIN_PTA,VC223261510_45001,EME-7026,PG-TO263-9-1,12/19/2022 12:00:00 AM,SPLIT,TC,L8704,Q22ZY404_CYL198,ALP_ eD2PAK _SiC MOS_ PG-TO263-9-1_ATJ,OSP,Zhu Ye (IFAP BE TS QM RQ 1),2022-12,PTA,No,MT224468.05,READY,,,3,277365
"Q006: PTA_FULL after 2x (HTS1000h), 30 samples

Ship to Goh Jia Yi (IFAP FE QM FA PI) 
G-3000-37PB0179-00-0-00

** Take note -  Mold compound is G630AY

Refer to attachment for Q006-PTA  instruction in MT222317.10

** Please inform Goh Jia Yi / Ong Si Hui if SAT observed delam 

Refer to attachment ""FA Submission for JESD47 Ball Shear (MT222317.10)"" to provide Ball Shear/Area

PDR ball bond diameter for MT222317.10: 
Red M6453 C11HV-CTR ball - 80.3 um
Blue stitch on bump (C11HV chip) - 85.7 um
Yellow M6452 C11HV ball - 77.8 um
Green stitch on bump (Ag plating) - 90.1 um",,,FA SIN_PTA,ZA221012H03,EME G630AY,PG-DSO-16-46,12/19/2022 12:00:00 AM,SPLIT,HTSL,U6451,Q22AW199_CYL086,Digital Isolator Q006 Qualification - HH,DSO_PD,Ang Winston (IFAP BE TS QM RQ 1),2022-12,PTA-Q006,No,MT222317.21,READY,,,3,264062
"UHAST96 PTA -MM leg
Attention to Dela Cruz Genny (IFAP FE QM FA PI OPS) 

PTA instructions:
External Visual Inspection (EVI): 5 units
SAM (die top, top and bottom die paddle, top and bottom leads, DA and through scan): 15 units
Internal Visual Inspection (IVI): Overview: 3 units and Die abnormality: 3 units (pls check if any lifted, cracked or broken die)
SEM - wire integrity: 3 units (pls check if any lifted, cracked or broken wires)
Small diameter wire pull: 3 units 
Large diameter wire pull: 3 units",,,FA SIN_PTA,VC232103510_47164,N/A,PG-TO263-9-1,12/19/2022 12:00:00 AM,SPLIT,UHST,L8705,Q22ZY400_CYL195,ALP_ eD2PAK _SiC MOS_ PG-TO263-9-1_ATJ,OSP,Zhu Ye (IFAP BE TS QM RQ 1),2022-12,PTA,No,MT22467C.10,READY,125µm,AL,3,277370
"T0 PTA -MM leg
Attention to Dela Cruz Genny (IFAP FE QM FA PI OPS) 

PTA instructions:
External Visual Inspection (EVI): 5 units
X-Ray Top view to check DA voids%: 5 units
X-Ray Side view: 5 units 
SAM (die top, top and bottom die paddle, top and bottom leads, DA and through scan): 15 units
Internal Visual Inspection (IVI): Overview: 3 units and Die abnormality: 3 units (pls check if any lifted, cracked or broken die)
SEM - wire integrity: 3 units (pls check if any lifted, cracked or broken wires)
Small diameter wire pull: 3 units 
Large diameter wire pull: 3 units",,,FA SIN_PTA,D_625052,N/A,PG-TO263-9-1,12/20/2022 12:00:00 AM,SPLIT,PC,L8707,Q22ZY500_ATI373,ALP_ eD2PAK _ATV 1200V_ SiC MOS_PG-TO263_ATJ,OSP,Zhu Ye (IFAP BE TS QM RQ 1),2022-12,PTA,No,,PRELIM,,,3,279051
"T0 PTA -LL leg
Attention to Dela Cruz Genny (IFAP FE QM FA PI OPS) 

PTA instructions:
External Visual Inspection (EVI): 5 units
X-Ray Top view to check DA voids%: 5 units
X-Ray Side view: 5 units 
SAM (die top, top and bottom die paddle, top and bottom leads, DA and through scan): 15 units
Internal Visual Inspection (IVI): Overview: 3 units and Die abnormality: 3 units (pls check if any lifted, cracked or broken die)
SEM - wire integrity: 3 units (pls check if any lifted, cracked or broken wires)
Small diameter wire pull: 3 units 
Large diameter wire pull: 3 units",,,FA SIN_PTA,D_625061,N/A,PG-TO263-9-1,12/20/2022 12:00:00 AM,SPLIT,PC,L8707,Q22ZY502_ATI375,ALP_ eD2PAK _ATV 1200V_ SiC MOS_PG-TO263_ATJ,OSP,Zhu Ye (IFAP BE TS QM RQ 1),2022-12,PTA,No,,PRELIM,,,3,279055
"T0 PTA -HH leg
Attention to Dela Cruz Genny (IFAP FE QM FA PI OPS) 

PTA instructions:
External Visual Inspection (EVI): 5 units
X-Ray Top view to check DA voids%: 5 units
X-Ray Side view: 5 units 
SAM (die top, top and bottom die paddle, top and bottom leads, DA and through scan): 15 units
Internal Visual Inspection (IVI): Overview: 3 units and Die abnormality: 3 units (pls check if any lifted, cracked or broken die)
SEM - wire integrity: 3 units (pls check if any lifted, cracked or broken wires)
Small diameter wire pull: 3 units 
Large diameter wire pull: 3 units",,,FA SIN_PTA,D_625060,N/A,PG-TO263-9-1,12/20/2022 12:00:00 AM,SPLIT,PC,L8707,Q22ZY501_ATI374,ALP_ eD2PAK _ATV 1200V_ SiC MOS_PG-TO263_ATJ,OSP,Zhu Ye (IFAP BE TS QM RQ 1),2022-12,PTA,No,,PRELIM,,,3,279054
Zhang Hai Shu (IFAP FE QM FA PI) <Hai-Shu.Zhang@infineon.com>,,,FA-SIN,84PKU079S01 #02,AMK MC27,PG-LQFP-100-29,12/20/2022 12:00:00 AM,T_THB_1000_R1,THB,M6340,Q22MR|LR01_M6340G_L90FLA-TSMC_PG-LQFP-100-29-ATP-Pkgqual-ESD CDM,package qualification XMC product: ALP_CSS_XMC_Trans_xQFP_FTK_ATP,G3,Ravindran Lakshmy (IFAG CSS QM 2),2022-12,IPI,No,RQ22341Q.03,PLAN,,,3,265190
pull-test on 2 pass samples after HTS 1000h,,,FA-SIN,3FT7K174H06,MC_EME G750 SE,PG-LFBGA-292-12,12/21/2022 12:00:00 AM,T_HTS_1000_R1,HTSL,M3990,CST3 N28 W/B PureHTS_CuPad_EX1P,,58_PRM,Zaki Mohanad (IFAG ATV QM MC P58),2022-12,IPI,No,,NEW,20µm,BW_CuPd_4N_20_µm,3,276084
PC PTA ,,,FA SIN_PTA,D_595813,CEL9240HF40M3,PG-VSON-8-3,12/21/2022 12:00:00 AM,SPLIT,PC,P9222,Q22NJW002_LAF037,ALP_SuperCool_PG-WSON-8-x_ATM,OSP,Ng Jing Wen (IFAP BE TS QM RQ 2),2022-12,PTA,No,MT22485M.04,PRELIM,30µm,Au 2N,3,268320
,,,FA-SIN,ZA233070A11,MC_EME G700 H,PG-LQFP-176-20,12/21/2022 12:00:00 AM,T_SD_3_R2,PC,M1947,PM_22Q4_10166_SAK-TC1782N-320F180HR BA_MA003419838_M1947B package,,PLA_PM,Lebedev Dmitri (IFAG ATV QM MC P58),2022-12,IPI,No,SI224014.02,READY,25µm,BW_Cu_4N_25_µm,3,275574
"PC2A-Q006 PTA

Please ship to Dan Swee Tong (IFAP FE QM FA PI)",,,FA SIN_PTA,1E234572B04,G700LS,PG-DSO-8-62,12/21/2022 12:00:00 AM,SPLIT,PC,S2710,Q22SY012_ATI352,AFP_S2710A_DOPL_Transfer_DSO8_ATP1,OSP,Chua Su Ya (IFAP BE TS QM RQ 3),2022-12,PTA-Q006,No,MT22445V.02,READY,,,3,269180
"PC_PTA

Please ship units to ___
Contact: +65 
Address: 168 Kallang Way, Singapore 349253

Refer to attached PTA instruction in ______________
Ball bond diameter: Pending

Please keep the worst delam or mold abnormally unit for further analysis
Please provide the estimation for measurement if delam or mold abnormally observed.",,,FA SIN_PTA,MM,MC_EME G700,PG-VQFN-70-1,12/22/2022 12:00:00 AM,SPLIT,PC,U0205,Q21LHG005_AQM076,ISOFACE_PG-VQFN-70-3_12X12_ATP1_SIN_MM,OSP,Loh Hai Guan (IFAP BE TS QM RQ 3),2022-12,PTA,No,MT222514.03,PRELIM,30µm,BW_Pd/Cu_4N_30_µm,3,245654
"TC1500 PTA -LL leg
Attention to Dela Cruz Genny (IFAP FE QM FA PI OPS) 

PTA instructions:
External Visual Inspection (EVI): 5 units
SAM (die top, top and bottom die paddle, top and bottom leads, DA and through scan): 10 units",,,FA SIN_PTA,VC224478506_44939,EME-7026,PG-TO263-9-1,12/22/2022 12:00:00 AM,SPLIT,TC,L8704,Q22ZY402_CYL197,ALP_ eD2PAK _SiC MOS_ PG-TO263-9-1_ATJ,OSP,Zhu Ye (IFAP BE TS QM RQ 1),2022-12,PTA,No,MT224383.09,READY,,,3,277352
"MSL1_PTA

Please ship units to Phyu Ma Win Le (IFAP FE QM FA PI) <MaWinLe.Phyu@infineon.com>
Contact: +65  6840 0926
Address: 168 Kallang Way, Singapore 349253

Refer to attached PTA instruction in ______________
Ball bond diameter: 55.835um (for ball shear calculation) 

Please keep the worst delam or mold abnormally unit for further analysis
Please provide the estimation for measurement if delam or mold abnormally observed. ",,,FA SIN_PTA,D_560252,EME G700 LTD,PG-VSON-16-1,12/22/2022 12:00:00 AM,SPLIT,PC,M3703,Q21PWL06_AQM114,ALP_ QTOLL_M3703_PG-VSON-16-xx_UTL3,OSP,Chan Jiawei Marvin (IFAP BE TS QM RQ 2),2022-12,PTA,No,MT215254.03,PRELIM,20µm,AuPdCu,3,255399
"MSL1_PTA

Please ship units to Phyu Ma Win Le (IFAP FE QM FA PI) <MaWinLe.Phyu@infineon.com>
Contact: +65  6840 0926
Address: 168 Kallang Way, Singapore 349253

Refer to attached PTA instruction in ______________
Ball bond diameter: 55.835um (for ball shear calculation) 

Please keep the worst delam or mold abnormally unit for further analysis
Please provide the estimation for measurement if delam or mold abnormally observed. ",,,FA SIN_PTA,D_561682,EME G700 LTD,PG-VSON-16-1,12/22/2022 12:00:00 AM,SPLIT,PC,M3703,Q21PWL08_AQM115,ALP_ QTOLL_M3703_PG-VSON-16-xx_UTL3,OSP,Tan Chor Hui Michelle (IFAP BE TS QM RQ 2),2022-12,PTA,No,MT220912.03,PRELIM,20µm,AuPdCu,3,255904
"PC_PTA

Please ship units to ___
Contact: +65 
Address: 168 Kallang Way, Singapore 349253

Refer to attached PTA instruction in ______________
Ball bond diameter: Pending

Please keep the worst delam or mold abnormally unit for further analysis
Please provide the estimation for measurement if delam or mold abnormally observed. ",,,FA SIN_PTA,HH,MC_EME G700,PG-VQFN-70-1,12/22/2022 12:00:00 AM,SPLIT,PC,U0205,Q21LHG006_AQM077,ISOFACE_PG-VQFN-70-3_12X12_ATP1_SIN_HH,OSP,Loh Hai Guan (IFAP BE TS QM RQ 3),2022-12,PTA,No,MT222515.13,PRELIM,30µm,BW_Pd/Cu_4N_30_µm,3,245658
"PC_PTA

Please ship units to ___
Contact: +65 
Address: 168 Kallang Way, Singapore 349253

Refer to attached PTA instruction in ______________
Ball bond diameter: Pending

Please keep the worst delam or mold abnormally unit for further analysis
Please provide the estimation for measurement if delam or mold abnormally observed. ",,,FA SIN_PTA,LL,MC_EME G700,PG-VQFN-70-1,12/22/2022 12:00:00 AM,SPLIT,PC,U0205,Q21LHG004_AQM075,ISOFACE_PG-VQFN-70-3_12X12_ATP1_SIN_LL,OSP,Loh Hai Guan (IFAP BE TS QM RQ 3),2022-12,PTA,No,MT222513.04,PRELIM,30µm,BW_Pd/Cu_4N_30_µm,3,245519
"PTA for PC MM leg.

To be shipped to FA SIN, attention to Dan Swee Tong (IFAP FE QM FA PI) +65 68664504.
",,,FA SIN_PTA,D_594193,CEL 9240 HF10 AK,PG-DSO-8-92,12/23/2022 12:00:00 AM,SPLIT,PC,M1957,Q22TSK70,ALP_NEPTUNE_ M1957_PG-DSO-8-92-MM leg,OSP,Tay Soon Kiat (IFAP BE TS QM RQ 1),2022-12,PTA,No,MT224517.06,PRELIM,,,3,267786
"TC1500 PTA -HH leg
Attention to Dela Cruz Genny (IFAP FE QM FA PI OPS) 

PTA instructions:
External Visual Inspection (EVI): 5 units
SAM (die top, top and bottom die paddle, top and bottom leads, DA and through scan): 10 units",,,FA SIN_PTA,VC224478505_44939,EME-7026,PG-TO263-9-1,12/23/2022 12:00:00 AM,SPLIT,TC,L8704,Q22ZY401_CYL196,ALP_ eD2PAK _SiC MOS_ PG-TO263-9-1_ATJ,OSP,Zhu Ye (IFAP BE TS QM RQ 1),2022-12,PTA,No,MT224382.07,READY,,,3,274663
PC PTA,,,FA SIN_PTA,D_595815,CEL9240HF40M3,PG-VSON-8-3,12/24/2022 12:00:00 AM,SPLIT,PC,P9952,Q22NJW003_LAF038,ALP_SuperCool_PG-WSON-8-x_ATM,OSP,Ng Jing Wen (IFAP BE TS QM RQ 2),2022-12,PTA,No,,PRELIM,30µm,Au 2N,3,268321
"PC2A-PTA

Please ship to Dan Swee Tong (IFAP FE QM FA PI)",,,FA SIN_PTA,1E234573B03,G700LS,PG-DSO-8-62,12/26/2022 12:00:00 AM,SPLIT,PC,S2710,Q22SY013_ATI353,AFP_S2710A_DOPL_Transfer_DSO8_ATP1,OSP,Chua Su Ya (IFAP BE TS QM RQ 3),2022-12,PTA-Q006,No,MT22445W.03,READY,,,3,269241
"uHast 264h-PTA

Refer to the Special PTA instructions attached under 0h PTA at MT222417.01

Ship to Goh Jia Yi (IFAP FE QM FA PI)",,,FA SIN_PTA,ZA203375BRV,EME G630AY,PG-DSO-8-66,12/26/2022 12:00:00 AM,SPLIT,UHST_264,G2017,Q22CZQ011_KBL975,Innovation Project DA solution CAR 1:5,DSO_PD,Ching Zai Qin (IFAP BE TS QM RQ 1),2022-12,PTA,No,MT22421H.17,READY,30µm,Cu,3,263897
"0hr- Q006 PTA

EVI, X-ray, CSAM - 11 units. 
IVI Decap - 5 units.
Ball Pull - 5 units 
Ball Shear - 5 units
Stitch Pull - 8 units
Ball bond cross-sec - 1 unit
Stitch cross-sec - 1 unit from CSAM. 

Please indicate which wire is the ground bond in the raw data. ",,,FA SIN_PTA,D_598163,G700LS,PG-DSO-8-62,12/26/2022 12:00:00 AM,,REF,S2710,Q22SY014,AFP_S2710A_DOPL_Transfer_DSO8_ATP1,OSP,Chua Su Ya (IFAP BE TS QM RQ 3),2022-12,PTA-Q006,No,MT22445X.13,PRELIM,,,3,269242
"uHast264h-PTA

Refer to the Special PTA instructions attached under 0h PTA at MT222414.01

Ship to Goh Jia Yi (IFAP FE QM FA PI)",,,FA SIN_PTA,ZA203375BRS,EME G630AY,PG-DSO-8-66,12/26/2022 12:00:00 AM,SPLIT,UHST_264,G2017,Q22CZQ009_KBL973,Innovation Project DA solution CAR 1:5,DSO_PD,Ching Zai Qin (IFAP BE TS QM RQ 1),2022-12,PTA,No,MT22421F.16,READY,30µm,Cu,3,262815
"uHast264h-PTA

Refer to the Special PTA instructions attached under 0h PTA at MT22401H.01

Ship to Goh Jia Yi (IFAP FE QM FA PI)",,,FA SIN_PTA,ZA203375BRW,EME G630AY,PG-DSO-8-66,12/26/2022 12:00:00 AM,SPLIT,UHST_264,G2017,Q22CZQ012_KBL976,Innovation Project DA solution CAR 1:5,DSO_PD,Ching Zai Qin (IFAP BE TS QM RQ 1),2022-12,PTA,No,MT22421I.16,READY,30µm,Cu,3,274633
"PTA for PC HH leg.

To be shipped to FA SIN, attention to Dan Swee Tong (IFAP FE QM FA PI) +65 68664504.
",,,FA SIN_PTA,D_602811,CEL 9240 HF10 AK,PG-DSO-8-92,12/26/2022 12:00:00 AM,SPLIT,PC,M1957,Q22TSK72,ALP_NEPTUNE_ M1957_PG-DSO-8-92-HH leg,OSP,Tay Soon Kiat (IFAP BE TS QM RQ 1),2022-12,PTA,No,MT224519.05,PRELIM,,,3,270988
"uHast264h-PTA

Refer to the Special PTA instructions attached under 0h PTA at MT222418.01

Ship to Goh Jia Yi (IFAP FE QM FA PI)",,,FA SIN_PTA,ZA203375BRT,EME G630AY,PG-DSO-8-66,12/26/2022 12:00:00 AM,SPLIT,UHST_264,G2017,Q22CZQ010_KBL974,Innovation Project DA solution CAR 1:5,DSO_PD,Ching Zai Qin (IFAP BE TS QM RQ 1),2022-12,PTA,No,MT22421G.16,READY,30µm,Cu,3,263899
"PTA for PC LL leg.

To be shipped to FA SIN, attention to Dan Swee Tong (IFAP FE QM FA PI) +65 68664504.
",,,FA SIN_PTA,D_602810,CEL 9240 HF10 AK,PG-DSO-8-92,12/26/2022 12:00:00 AM,SPLIT,PC,M1957,Q22TSK71,ALP_NEPTUNE_ M1957_PG-DSO-8-92-LL leg,OSP,Tay Soon Kiat (IFAP BE TS QM RQ 1),2022-12,PTA,No,MT224518.05,PRELIM,,,3,270987
,,,FA-SIN,84PFY196A24,MC_CEL 9240 HF10 AKI2U,PG-LQFP-176-22,12/26/2022 12:00:00 AM,END,HTSL,M4286,PM_22Q2_5917_SAK-TC265DC-40F200W BC_MA005565571_M4286_unlockT6,ASE ,OSA_PM,Hatsch Veronique (IFAG ATV QM MC P58),2022-12,IPI,No,SI221428.02,READY,25µm,BW_AuPd/Cu_4N_25_µm,3,268343
,,,FA-SIN,D_563967,MC_CEL 9240 HF10 AKI2U,PG-TQFP-144-27,12/27/2022 12:00:00 AM,T_THB_1000_R3,THB,M4282,Q21_VH12_TC224_NewPlatingJXN_TQFP144_ASE,,58,Savardi Chiara (IFAG ATV QM MC P58),2022-12,IPI,No,,NEW,25µm,BW_AuPd/Cu_4N_25_µm,3,256712
"HTSL500h-PTA

Refer to the Special PTA instructions attached under 0h PTA at MT222418.01

Ship to Goh Jia Yi (IFAP FE QM FA PI)",,,FA SIN_PTA,ZA203375BRT,EME G630AY,PG-DSO-8-66,12/27/2022 12:00:00 AM,SPLIT,HTSL,G2017,Q22CZQ010_KBL974,Innovation Project DA solution CAR 1:5,DSO_PD,Ching Zai Qin (IFAP BE TS QM RQ 1),2022-12,PTA,No,MT222418.07,READY,30µm,Cu,3,263899
"HTSL500h-PTA

Refer to the Special PTA instructions attached under 0h PTA at MT222417.01

Ship to Goh Jia Yi (IFAP FE QM FA PI)",,,FA SIN_PTA,ZA203375BRV,EME G630AY,PG-DSO-8-66,12/27/2022 12:00:00 AM,SPLIT,HTSL,G2017,Q22CZQ011_KBL975,Innovation Project DA solution CAR 1:5,DSO_PD,Ching Zai Qin (IFAP BE TS QM RQ 1),2022-12,PTA,No,MT222417.07,READY,30µm,Cu,3,263897
"TC500 PTA -MM leg
Attention to Dela Cruz Genny (IFAP FE QM FA PI OPS) 

PTA instructions:
External Visual Inspection (EVI): 5 units
SAM (die top, top and bottom die paddle, top and bottom leads, DA and through scan): 10 units",,,FA SIN_PTA,VC232103510_47164,N/A,PG-TO263-9-1,12/27/2022 12:00:00 AM,SPLIT,TC,L8705,Q22ZY400_CYL195,ALP_ eD2PAK _SiC MOS_ PG-TO263-9-1_ATJ,OSP,Zhu Ye (IFAP BE TS QM RQ 1),2022-12,PTA,No,MT22467C.05,READY,125µm,AL,3,277370
"HTSL500h-PTA

Refer to the Special PTA instructions attached under 0h PTA at MT222414.01

Ship to Goh Jia Yi (IFAP FE QM FA PI)",,,FA SIN_PTA,ZA203375BRS,EME G630AY,PG-DSO-8-66,12/27/2022 12:00:00 AM,SPLIT,HTSL,G2017,Q22CZQ009_KBL973,Innovation Project DA solution CAR 1:5,DSO_PD,Ching Zai Qin (IFAP BE TS QM RQ 1),2022-12,PTA,No,MT222414.07,READY,30µm,Cu,3,262815
"HTSL500h-PTA

Refer to the Special PTA instructions attached under 0h PTA at MT22401H.01

Ship to Goh Jia Yi (IFAP FE QM FA PI)",,,FA SIN_PTA,ZA203375BRW,EME G630AY,PG-DSO-8-66,12/27/2022 12:00:00 AM,SPLIT,HTSL,G2017,Q22CZQ012_KBL976,Innovation Project DA solution CAR 1:5,DSO_PD,Ching Zai Qin (IFAP BE TS QM RQ 1),2022-12,PTA,No,MT22401H.07,READY,30µm,Cu,3,274633
"TC1000c PTA (LL)  - ship to Dan Swee Tong 

EVI, csam : 20 units 

IVI (die & wire) : 3 units

cross section at ball bond (parallel with wire span) : 1 unit (inspect ball bond & measure BLT)

wire pull test : 8 units

ball shear test : 8 units

wedge pull test : 3 units

Reference report: SI22Y1-01720",,,FA SIN_PTA,LL,MC_CEL 9240 HF40M3,PG-TDSON-8-7,12/28/2022 12:00:00 AM,SPLIT,TC,L9199,Q22PP002_LAF056,ALP_SS08_SFET3/5_PG-TDSON-8_ATM,OSP,Too Pei Pei (IFAP BE TS QM RQ 2),2022-12,PTA,No,MT22446D.06,READY,30µm,BW_Au_4N_30_µm,3,272366
"PC3 IPI

Pls send sample to SIN FA
Attention to Dan Swee Tong (IFAP FE QM FA PI) ",,,FA-SIN,19215035H01,MC_EME G750 SE,PG-LFBGA-292-13,12/28/2022 12:00:00 AM,SPLIT,PC,M3995,C40 TC35x M3995A LFBGA292-13 3rd Source Substrate ZDT GCM Qual - MM,NER_2021/22_01606 ,PQ_OSA,Lam Ying Ying (IFAP BE TS QM RQ 1),2022-12,IPI,No,SI224119.07,READY,20µm,BW_CuPd_4N_20_µm,3,276216
"PC3 IPI

Pls send sample to SIN FA
Attention to Dan Swee Tong (IFAP FE QM FA PI) ",,,FA-SIN,19210053H41,EME G750 SE,PG-LFBGA-292-10,12/28/2022 12:00:00 AM,SPLIT,PC,M3990,C40 TC39xB M3990B LFBGA292-10 3rd Source Substrate ZDT GCM Qual - MM,NER_2021/22_01606  ,PQ_OSA,Lam Ying Ying (IFAP BE TS QM RQ 1),2022-12,IPI,No,SI224117.07,READY,20µm,CU-4N 20µM PD-COATED,3,276209
"UHAST192 PTA -MM leg
Attention to Dela Cruz Genny (IFAP FE QM FA PI OPS) 

PTA instructions:
External Visual Inspection (EVI): 5 units
SAM (die top, top and bottom die paddle, top and bottom leads, DA and through scan): 10 units",,,FA SIN_PTA,VC232103510_47164,N/A,PG-TO263-9-1,12/29/2022 12:00:00 AM,SPLIT,UHST,L8705,Q22ZY400_CYL195,ALP_ eD2PAK _SiC MOS_ PG-TO263-9-1_ATJ,OSP,Zhu Ye (IFAP BE TS QM RQ 1),2022-12,PTA,No,MT22467C.13,READY,125µm,AL,3,277370
"PC3 IPI

Pls send sample to SIN FA
Attention to Dan Swee Tong (IFAP FE QM FA PI) ",,,FA-SIN,D_617207,EME G750 SE,PG-LFBGA-516-10,12/30/2022 12:00:00 AM,SPLIT,PC,M3990,C40 TC39xB M3990B LFBGA516-10 3rd Source Substrate ZDT GCM Qual - LL,NER_2021/22_01606 ,PQ_OSA,Lam Ying Ying (IFAP BE TS QM RQ 1),2022-12,IPI,No,SI224115.07,APPLY,20µm,CU-4N 20µM PD-COATED,3,276207
"PC3 IPI

Pls send sample to SIN FA
Attention to Dan Swee Tong (IFAP FE QM FA PI) ",,,FA-SIN,D_617203,EME G750 SE,PG-LFBGA-516-10,12/30/2022 12:00:00 AM,SPLIT,PC,M3990,C40 TC39xB M3990B LFBGA516-10 3rd Source Substrate ZDT GCM Qual - MM,NER_2021/22_01606  ,PQ_OSA,Lam Ying Ying (IFAP BE TS QM RQ 1),2022-12,IPI,No,SI224114.07,APPLY,20µm,CU-4N 20µM PD-COATED,3,276204
"PC3 IPI

Pls send sample to SIN FA
Attention to Dan Swee Tong (IFAP FE QM FA PI) ",,,FA-SIN,84PRT223H01 [LL],EME G750 SE,PG-BGA-416-29,12/30/2022 12:00:00 AM,SPLIT,PC,M4289,C65 TC29x M4289Z BGA416-29 3rd Source Substrate ZDT GCM Qual - LL,NER_2021/22_01606,PQ_OSA,Lam Ying Ying (IFAP BE TS QM RQ 1),2022-12,IPI,No,SI224112.07,APPLY,20µm,CU-4N 20µM PD-COATED,3,276191
"PC3 IPI

Pls send sample to SIN FA
Attention to Dan Swee Tong (IFAP FE QM FA PI) ",,,FA-SIN,84PRT223H02 [MM],EME G750 SE,PG-BGA-416-29,12/30/2022 12:00:00 AM,SPLIT,PC,M4289,C65 TC29x M4289Z BGA416-29 3rd Source Substrate ZDT GCM Qual - MM,NER_2021/22_01606                    ,PQ_OSA,Lam Ying Ying (IFAP BE TS QM RQ 1),2022-12,IPI,No,SI22411A.07,APPLY,20µm,CU-4N 20µM PD-COATED,3,276179
"PC3 IPI

Pls send sample to SIN FA
Attention to Dan Swee Tong (IFAP FE QM FA PI) ",,,FA-SIN,D_617210,EME G750 SE,PG-LFBGA-516-10,12/30/2022 12:00:00 AM,SPLIT,PC,M3990,C40 TC39xB M3990B LFBGA516-10 3rd Source Substrate ZDT GCM Qual - HH,NER_2021/22_01606 ,PQ_OSA,Lam Ying Ying (IFAP BE TS QM RQ 1),2022-12,IPI,No,SI224116.07,APPLY,20µm,CU-4N 20µM PD-COATED,3,276208
"PC3 IPI

Pls send sample to SIN FA
Attention to Dan Swee Tong (IFAP FE QM FA PI) ",,,FA-SIN,84PRT223H03 [HH],EME G750 SE,PG-BGA-416-29,12/30/2022 12:00:00 AM,SPLIT,PC,M4289,C65 TC29x M4289Z BGA416-29 3rd Source Substrate ZDT GCM Qual - HH,NER_2021/22_01606 ,PQ_OSA,Lam Ying Ying (IFAP BE TS QM RQ 1),2022-12,IPI,No,SI224113.07,APPLY,20µm,CU-4N 20µM PD-COATED,3,276202
"Q006: PTA_FULL after 2x (HAST528h), 30 samples

Ship to Goh Jia Yi (IFAP FE QM FA PI) 
G-3000-37PB0179-00-0-00

** Take note -  Mold compound is G630AY

Refer to attachment for Q006-PTA  instruction in MT222315.10

** Please inform Goh Jia Yi / Ong Si Hui if SAT observed delam 

Refer to attachment ""FA Submission for JESD47 Ball Shear (MT222315.10)"" to provide Ball Shear/Area

PDR ball bond diameter for MT222315.10: 
Red M6453 C11HV-CTR ball - 79.4 um
Blue stitch on bump (C11HV chip) - 83.4 um
Yellow M6452 C11HV ball - 74.3 um
Green stitch on bump (Ag plating) - 88.1 um
",,,FA SIN_PTA,ZA220355H10-HE236,EME G630AY,PG-DSO-16-46,12/31/2022 12:00:00 AM,SPLIT,HAST,U6451,Q22AW197_CYL084,Digital Isolator Q006 Qualification - LL,DSO_PD,Ang Winston (IFAP BE TS QM RQ 1),2022-12,PTA-Q006,No,MT222315.07,READY,,,3,263695
